MetricX,MetricY,N,RCentered,PCentered,RDetrended,PDetrended,BatchValid,BatchSameDirection,BatchOppositeDirection,MedianBatchR,AbsRDetrended
A36,A45,80,-0.130070590861871,0.250156300344509,-0.14651645461795,0.194676189249685,8,5,3,-0.15697426187467,0.14651645461795
RMS_AC,AnalysisStartRaw,80,-0.00599291534551081,0.957923845861665,0.145157466492592,0.198893441202139,8,6,2,0.180974863962663,0.145157466492592
A72,BackoffFeedforwardTargetErrorRaw,80,0.21448357783789,0.056068258189263,0.143913597865615,0.202810489380033,8,5,3,0.0577217131329279,0.143913597865615
A72,BackoffTargetErrorRaw,80,0.21448357783789,0.056068258189263,0.143913597865615,0.202810489380033,8,5,3,0.0577217131329279,0.143913597865615
A72,BackoffObservedDeltaRaw,80,0.21448357783789,0.056068258189263,0.143913597865615,0.202810489380033,8,5,3,0.0577217131329282,0.143913597865615
A1,A45,80,0.111904357460531,0.323026007697584,0.143399083330567,0.204446745080141,8,6,2,0.14933900022851,0.143399083330567
A36,Motor_System_INL_Deg,80,-0.0544714213077371,0.631301466791699,0.142796227011914,0.206375898656603,8,5,3,0.213179028247562,0.142796227011914
A45,ApproachReturnErrorRaw,80,0.142399942598215,0.207651057539208,0.142531202400187,0.207228072239289,8,7,1,0.0843374261055542,0.142531202400187
A9,A72,80,0.134244955823001,0.23514538066283,0.142193213568714,0.208318487401788,8,5,3,0.026064855260524,0.142193213568714
A27,A72,80,-0.119150231846963,0.29248084262305,-0.141995716908054,0.208957533351079,8,4,4,-0.0642993982118049,0.141995716908054
A36,Motor_Error_P2P_Deg,80,-0.0553860303436257,0.62557400885028,0.14198040406614,0.209007139695689,8,5,3,0.212644356305759,0.14198040406614
A12,CrestFactor,80,-0.10117749607235,0.37185137468687,-0.141350109559752,0.211056259540002,8,5,3,-0.215421146400123,0.141350109559752
A18,Residual_RMS_Extended,80,0.0881869721989442,0.436644799860511,0.141265534914395,0.211332296377118,8,5,3,0.130410650440586,0.141265534914395
Residual_RMS_Full,CrestFactor,80,-0.0551742601803952,0.626898200766589,0.141162187026616,0.211669953161244,8,5,3,0.14366313561655,0.141162187026616
TrackingError_MaxAbs_Deg,ApproachObservedDeltaRaw,80,0.161489825276977,0.152404972746642,0.140715910238135,0.213132412951074,8,4,4,0.0534435533960167,0.140715910238135
TrackingError_MaxAbs_Deg,ForwardFeedforwardTargetErrorRaw,80,0.161489825276977,0.152404972746642,0.140715910238135,0.213132412951074,8,4,4,0.0534435533960177,0.140715910238135
TrackingError_MaxAbs_Deg,ApproachTargetErrorRaw,80,0.161489825276977,0.152404972746642,0.140715910238135,0.213132412951074,8,4,4,0.0534435533960177,0.140715910238135
MeanDC,TimeSincePreviousRunMs,80,0.119709223707756,0.290206198488473,0.140522679410398,0.213767848852693,8,5,3,0.0652224444902248,0.140522679410398
A9,ShadowP2P,80,0.156795218078424,0.164846510904327,0.140440001927905,0.214040141197288,8,3,5,-0.00664255389985903,0.140440001927905
Residual_RMS_Full,TimeSincePreviousRunMs,80,0.146207739389853,0.195628509216919,0.139859262348218,0.21595968017223,8,6,2,0.454516221741079,0.139859262348218
A9,A12,80,-0.147634913152689,0.191253920766697,-0.139225514950129,0.218068262514325,8,5,3,-0.0454080096449596,0.139225514950129
A12,ShadowP2P,80,0.168027009154672,0.136266102776616,0.13890504676888,0.219140019214129,8,4,4,0.0823267941795044,0.13890504676888
P99_AbsDeviation,BackoffObservedDeltaRaw,80,0.0756497776590576,0.504810682882649,0.138754755662994,0.21964392025935,8,6,2,0.557141524125533,0.138754755662994
P99_AbsDeviation,BackoffFeedforwardTargetErrorRaw,80,0.0756497776590576,0.504810682882649,0.138754755662994,0.219643920259351,8,6,2,0.557141524125531,0.138754755662994
P99_AbsDeviation,BackoffTargetErrorRaw,80,0.0756497776590576,0.504810682882649,0.138754755662994,0.219643920259351,8,6,2,0.557141524125531,0.138754755662994
A36,ForwardFeedforwardTargetErrorRaw,80,-0.217610817501815,0.0524961316708695,-0.13833045079428,0.221070943346135,8,5,3,-0.0738987510996489,0.13833045079428
A36,ApproachTargetErrorRaw,80,-0.217610817501815,0.0524961316708695,-0.13833045079428,0.221070943346135,8,5,3,-0.0738987510996489,0.13833045079428
A36,ApproachObservedDeltaRaw,80,-0.217610817501815,0.0524961316708695,-0.13833045079428,0.221070943346135,8,5,3,-0.0738987510996477,0.13833045079428
A36,ShadowP2P,80,-0.0496419188703992,0.66189921561102,0.137831921716464,0.222755908991099,8,5,3,0.154986317817714,0.137831921716464
A18,Fitted_P2P_Extended,80,-0.157928580203767,0.161776385534034,-0.137784501739031,0.22291665075306,8,4,4,-0.133445656385747,0.137784501739031
A27,TrackingError_RMS_Deg,80,-0.137492130916958,0.223909512306599,-0.137765222207751,0.222982026770653,8,6,2,-0.199680420368984,0.137765222207751
ApproachReturnErrorRaw,TimeSincePreviousRunMs,80,0.143971522950419,0.202626863949023,0.137683511255039,0.223259254259868,8,6,2,0.150245369262681,0.137683511255039
A6,A9,80,-0.171156855383897,0.129013062987028,-0.137516384058089,0.223827033365652,8,6,2,-0.132742247323586,0.137516384058089
A2,AbsApproachReturnErrorRaw,80,-0.114239638962473,0.312966515520328,-0.137465304876942,0.224000765859908,8,6,2,-0.141372417418771,0.137465304876942
A1,ForwardFeedforwardTargetErrorRaw,80,-0.0935345306658244,0.409233777200605,-0.135083853534336,0.232205831105938,8,7,1,-0.220280251318561,0.135083853534336
A1,ApproachTargetErrorRaw,80,-0.0935345306658244,0.409233777200605,-0.135083853534336,0.232205831105938,8,7,1,-0.220280251318561,0.135083853534336
A1,ApproachObservedDeltaRaw,80,-0.0935345306658244,0.409233777200605,-0.135083853534335,0.232205831105938,8,7,1,-0.220280251318561,0.135083853534335
MeanDC,FitExplainedRatio_Extended,80,-0.0292277902427334,0.796899420540571,0.134689304445089,0.233585153937855,8,6,2,0.124210857942682,0.134689304445089
FitExplainedRatio_Extended,AbsApproachReturnErrorRaw,80,0.117965498988363,0.297340458675262,0.132548400588839,0.241168918360978,8,5,3,0.0859290225248096,0.132548400588839
A6,TrackingError_RMS_Deg,80,-0.141452322090856,0.210722997091169,-0.132416407611063,0.241641979165823,8,3,5,0.0128642293795148,0.132416407611063
P99_AbsDeviation,AnalysisStartRaw,80,0.0147418722153744,0.896734844035474,0.131171719262674,0.246134425593438,8,5,3,0.0124265923833478,0.131171719262674
Fitted_P2P_Extended,MotorActiveDurationMs,80,0.00837873805616582,0.941198557328724,0.130953079725165,0.24692944926443,8,3,5,-0.0471134808734845,0.130953079725165
A12,TrackingError_MaxAbs_Deg,80,0.0568952126004661,0.616171617490371,0.130630615570248,0.248105219304466,8,7,1,0.167963553074668,0.130630615570248
NL_RobustP2P,AbsApproachReturnErrorRaw,80,0.00681782132491578,0.95213859985781,-0.130510978539738,0.248542415687185,8,6,2,-0.323588144696344,0.130510978539738
Residual_RMS_H36,FitExplainedRatio_Extended,80,0.0616307213920142,0.587072733147913,0.130485018364447,0.248637353153637,8,4,4,0.0765626211457121,0.130485018364447
A36,ApproachReturnErrorRaw,80,0.180738831257612,0.108630770262876,0.130051310907331,0.250227119019815,8,5,3,0.177868096789671,0.130051310907331
A72,CrestFactor,80,0.0544298277930913,0.631562453595035,0.129616561257004,0.251827677394192,8,5,3,0.156128360463539,0.129616561257004
A72,ApproachReturnErrorRaw,80,0.19753774437484,0.0790243506902043,0.129264907043953,0.253127425789234,8,4,4,0.0709685242602384,0.129264907043953
Residual_RMS_Extended,P99_AbsDeviation,80,-0.119206181007842,0.292252647549864,-0.128448951191449,0.256160905769074,8,3,5,0.0382682445213322,0.128448951191449
Residual_RMS_H6,Residual_RMS_Extended,80,0.0628712584971008,0.579554314350508,-0.127650988019969,0.259151352213001,8,3,5,0.172673557625939,0.127650988019969
Residual_RMS_Extended,AnalysisStartRaw,80,-0.161675726871025,0.151927144197009,-0.127600485906309,0.259341408527611,8,5,3,-0.291557177547791,0.127600485906309
A6,A18,80,-0.11497606020739,0.30983671410008,-0.126492324817759,0.263535626696166,8,7,1,-0.198501631049501,0.126492324817759
FitExplainedRatio_Extended,P99_AbsDeviation,80,0.116695100643479,0.302609937038548,0.126152322030939,0.264831633605631,8,5,3,0.0315444472476718,0.126152322030939
Residual_RMS_Full,AnalysisStartRaw,80,-0.00266964302223844,0.981249648253986,-0.125674824279631,0.266658998193108,8,5,3,-0.266018929688753,0.125674824279631
RMS_AC,A27,80,-0.1213402628552,0.283636082155744,-0.125572396272459,0.267052091426588,8,6,2,-0.147276816999716,0.125572396272459
Residual_RMS_Extended,Motor_System_INL_Deg,80,0.0727457176899743,0.52134887390227,0.125235354842216,0.268348330287687,8,6,2,0.180590908148189,0.125235354842216
Residual_RMS_Extended,Motor_Error_P2P_Deg,80,0.0723714177870833,0.523500171077939,0.125095098771784,0.268888992461405,8,6,2,0.181328131270886,0.125095098771784
A3,Residual_RMS_Full,80,0.075728685302663,0.504365131102469,0.124860518895107,0.269794894146179,8,5,3,0.177756192492379,0.124860518895107
A1,A9,80,0.149595218600817,0.185360863856605,0.124627510386723,0.270696757762159,8,5,3,0.124706301131653,0.124627510386723
A27,Residual_RMS_H6,80,-0.120139691771519,0.288462520559153,-0.124382631157572,0.271646748598841,8,6,2,-0.147347371789183,0.124382631157572
A12,AnalysisStartRaw,80,-0.00262055603963572,0.981594352234927,0.123979430904501,0.273215806845654,8,6,2,0.232264075562541,0.123979430904501
Fitted_P2P,FitExplainedRatio_Extended,80,0.120700883396964,0.286199747346771,0.123959809879122,0.27329231703124,8,4,4,0.0025849291122188,0.123959809879122
A1,A36,80,-0.197695727621531,0.078780122481842,0.123835664927977,0.273776740586376,8,6,2,0.278562167327885,0.123835664927977
Residual_RMS_Full,Residual_RMS_Extended,80,0.284214382569389,0.010618593165342,0.12361643343666,0.274633604151522,8,6,2,0.118924806887898,0.12361643343666
A108,FitExplainedRatio,80,-0.411077352844539,0.000151980288663557,-0.123512291519854,0.275041270063659,8,6,2,-0.212079653735565,0.123512291519854
A12,Motor_Error_P2P_Deg,80,0.170330045029524,0.130899868409224,0.123071887211082,0.276769720002889,8,4,4,0.0485976420461829,0.123071887211082
A12,Motor_System_INL_Deg,80,0.17025651589547,0.131068674846688,0.123045199137327,0.276874695167357,8,4,4,0.0482025074303056,0.123045199137327
A45,FitExplainedRatio,80,0.0823000519044562,0.467985164984475,0.123014644318052,0.276994912497738,8,5,3,0.21597209366017,0.123014644318052
A6,Residual_RMS_Full,80,-0.11108011811599,0.326625322246725,-0.1224461997542,0.279237807172075,8,6,2,-0.273184657472082,0.1224461997542
Residual_RMS_H36,ForwardFeedforwardTargetErrorRaw,80,-0.164395261659095,0.145064348301241,-0.122219722629102,0.280134775316256,8,7,1,-0.288876804302981,0.122219722629102
Residual_RMS_H36,ApproachTargetErrorRaw,80,-0.164395261659095,0.145064348301241,-0.122219722629102,0.280134775316256,8,7,1,-0.288876804302981,0.122219722629102
Residual_RMS_H36,ApproachObservedDeltaRaw,80,-0.164395261659095,0.145064348301241,-0.122219722629102,0.280134775316256,8,7,1,-0.288876804302981,0.122219722629102
FitExplainedRatio,CrestFactor,80,0.202892548254185,0.0710764683124206,0.121325547221577,0.283694914169771,8,6,2,0.170102014136781,0.121325547221577
A18,A45,80,-0.090317346565278,0.425602517767869,-0.121086969511384,0.284649860831275,8,7,1,-0.0968398625210755,0.121086969511384
A12,P99_AbsDeviation,80,-0.121730178164783,0.282080180929284,-0.120386839042854,0.287464548229256,8,3,5,0.0774286417255029,0.120386839042854
FitExplainedRatio,AbsClosureErrorDeg,80,-0.161420030693625,0.152584657196365,-0.120072766242003,0.28873315717935,8,5,3,-0.185557994156376,0.120072766242003
Residual_RMS_H36,ApproachReturnErrorRaw,80,0.0240513398220232,0.832289100421143,0.119828633073267,0.289721816596761,8,4,4,0.0216042168840959,0.119828633073267
Residual_RMS_Extended,ShadowP2P,80,0.0734674167846118,0.51721352502899,0.119733621477655,0.290107185965045,8,6,2,0.17650001616426,0.119733621477655
A72,AnalysisStartRaw,80,0.289714087793975,0.00914306820234967,0.119699790339971,0.290244487537058,8,4,4,0.0739147148598896,0.119699790339971
TrackingError_RMS_Deg,ClosureErrorDeg,80,0.136403917562488,0.227632208044354,0.11899075790576,0.293131919121417,8,5,3,0.28110089084942,0.11899075790576
A1,A27,80,0.125177973585912,0.26856943623523,0.118968284894475,0.293223745211429,8,4,4,0.053444946922818,0.118968284894475
MeanDC,A36,80,0.111027664137464,0.326855241355723,-0.118643499394907,0.294552952123545,8,5,3,-0.349369476517696,0.118643499394907
A3,TrackingError_RMS_Deg,80,0.0561889242469217,0.620564318489166,0.118548919849866,0.294940768751733,8,3,5,-0.0395398550242877,0.118548919849866
Fitted_P2P_Extended,ApproachReturnErrorRaw,80,0.0746191346337425,0.510648833622571,0.117679264069997,0.298522448736469,8,4,4,0.0827929636107957,0.117679264069997
A45,ForwardFeedforwardTargetErrorRaw,80,0.134199585316826,0.235305094712207,0.117585827162019,0.298908956026265,8,5,3,0.199370748550376,0.117585827162019
A45,ApproachTargetErrorRaw,80,0.134199585316826,0.235305094712207,0.117585827162019,0.298908956026265,8,5,3,0.199370748550376,0.117585827162019
A45,ApproachObservedDeltaRaw,80,0.134199585316826,0.235305094712207,0.117585827162019,0.298908956026265,8,5,3,0.199370748550378,0.117585827162019
A3,ApproachReturnErrorRaw,80,-0.0516228035905546,0.649278390312956,-0.117308124350511,0.300059622677417,8,5,3,-0.0492799406529099,0.117308124350511
A72,FitExplainedRatio,80,-0.413274538773977,0.00013892610939493,-0.11669198162306,0.302622948894315,8,5,3,-0.168178710978036,0.11669198162306
A18,TrackingError_RMS_Deg,80,-0.110505222049682,0.329150862088015,-0.116319069812577,0.304181283517718,8,5,3,-0.101920995081169,0.116319069812577
A45,AbsClosureErrorDeg,80,-0.115887136594635,0.305992778695384,-0.116246581782176,0.304484804127104,8,5,3,-0.175305358341257,0.116246581782176
A18,Residual_RMS_H36,80,-0.0580431720979819,0.609060707218534,-0.116224073640687,0.304579089925646,8,6,2,-0.162117629623082,0.116224073640687
A72,ClosureErrorDeg,80,0.164499184381886,0.144806795410049,0.116067770643404,0.305234361787326,8,5,3,0.22389145364857,0.116067770643404
A9,TrackingError_MaxAbs_Deg,80,0.10769529239158,0.341672928119756,0.11547718608229,0.307718553464148,8,4,4,-0.0119061710924717,0.11547718608229
A27,AbsClosureErrorDeg,80,-0.105802911577128,0.350272236944121,-0.114614882066778,0.311369184722244,8,6,2,-0.20595635031219,0.114614882066778
A108,ClosureErrorDeg,80,0.133852596147815,0.236529062145387,0.114506883728154,0.311828369573564,8,4,4,0.041158213222346,0.114506883728154
AbsClosureErrorDeg,AbsApproachReturnErrorRaw,80,0.115422689923486,0.307948441494711,0.113477234996815,0.316228174649772,8,6,2,0.159852927347612,0.113477234996815
Residual_RMS_Full,P99_AbsDeviation,80,0.00165000326407237,0.988410485096448,0.113427798142033,0.316440424288696,8,7,1,0.182832544070577,0.113427798142033
ClosureErrorDeg,TimeSincePreviousRunMs,80,-0.131690876221615,0.244253705945441,-0.113056560870349,0.3180372034044,8,4,4,-0.104643273185991,0.113056560870349
A36,AbsClosureErrorDeg,80,-0.0579788200538641,0.609458380423036,-0.113034733578518,0.318131248595993,8,5,3,-0.230351749419297,0.113034733578518
A9,TimeSincePreviousRunMs,80,-0.148712127803373,0.187999093406535,-0.112097495555805,0.322186287655617,8,4,4,0.00719707592630491,0.112097495555805
RMS_AC,Residual_RMS_Extended,80,0.0786318720346837,0.488114739883178,-0.111874005843533,0.323158096662533,8,3,5,0.183655032742723,0.111874005843533
A6,TimeSincePreviousRunMs,80,-0.135910947481571,0.22933277796036,-0.111214693659799,0.326035914868101,8,5,3,-0.118450071716395,0.111214693659799
NL_RobustP2P,A18,80,-0.00970774824572248,0.93189237327824,-0.110407027885933,0.329583470195343,8,5,3,-0.157527797831213,0.110407027885933
A9,Residual_RMS_Extended,80,-0.0619948975028248,0.584861012829009,0.110347542283723,0.329845717912438,8,5,3,0.0316017511098714,0.110347542283723
A108,FitExplainedRatio_Extended,80,-0.0315155564238585,0.781383764243394,0.10959740968124,0.33316411220676,8,6,2,0.142841511082912,0.10959740968124
A6,ApproachReturnErrorRaw,80,-0.125294950115883,0.268118822951406,-0.109107365403819,0.335343312130005,8,4,4,-0.0395415718675438,0.109107365403819
A108,ApproachReturnErrorRaw,80,0.150251560315703,0.183417514427446,0.108432732756836,0.33835805694194,8,4,4,0.0473671215390057,0.108432732756836
A72,MotorActiveDurationMs,80,-0.013085723088385,0.908282555626114,0.10822982347744,0.339268129414498,8,5,3,0.0347833397762906,0.10822982347744
A1,ClosureErrorDeg,80,-0.113069584421839,0.317981098567148,-0.108196350737075,0.339418406488866,8,5,3,-0.231062881420577,0.108196350737075
RMS_AC,AbsApproachReturnErrorRaw,80,-0.147268523586369,0.192370187558524,-0.107866893496577,0.340899749932598,8,6,2,-0.265190547018262,0.107866893496577
A6,A108,80,-0.108282335550931,0.339032458915404,-0.106565004356494,0.346793094658385,8,6,2,-0.176947489113293,0.106565004356494
A6,A72,80,-0.103415966042001,0.361309069540061,-0.106129238105759,0.348779826257364,8,6,2,-0.157211794634433,0.106129238105759
A12,A18,80,-0.00671178328798489,0.952882135599344,0.105184661777839,0.353110591824215,8,4,4,0.0390560679221445,0.105184661777839
P99_AbsDeviation,ForwardFeedforwardTargetErrorRaw,80,0.076923118285126,0.49764568824352,0.104596699297277,0.355823091854035,8,4,4,-0.0769327914823693,0.104596699297277
P99_AbsDeviation,ApproachTargetErrorRaw,80,0.076923118285126,0.49764568824352,0.104596699297277,0.355823091854035,8,4,4,-0.0769327914823693,0.104596699297277
P99_AbsDeviation,ApproachObservedDeltaRaw,80,0.076923118285126,0.49764568824352,0.104596699297277,0.355823091854035,8,4,4,-0.0769327914823695,0.104596699297277
A18,Fitted_P2P,80,-0.0707823938467294,0.532682574233766,-0.104523843286039,0.356160099979948,8,6,2,-0.150029198410084,0.104523843286039
Residual_RMS_H6,AbsApproachReturnErrorRaw,80,-0.144736318720366,0.200213552403504,-0.10442017091501,0.356639994576116,8,6,2,-0.274367824251448,0.10442017091501
Fitted_P2P,TrackingError_MaxAbs_Deg,80,0.0123306071624695,0.913554160464287,0.104023813502972,0.358478395940969,8,6,2,0.339919957753842,0.104023813502972
Motor_System_INL_Deg,ClosureErrorDeg,80,0.0512887769904097,0.651399792159922,0.102691957573579,0.364698570549769,8,5,3,0.262765192997698,0.102691957573579
Residual_RMS_H36,AbsApproachReturnErrorRaw,80,-0.0369494878073031,0.744881349482674,-0.102508565717166,0.365560216001147,8,5,3,-0.1831324773352,0.102508565717166
Fitted_P2P,TimeSincePreviousRunMs,80,-0.070702422135777,0.533146805554867,-0.102376153463708,0.36618311370225,8,5,3,-0.191811754207133,0.102376153463708
Motor_Error_P2P_Deg,ClosureErrorDeg,80,0.0506782655876907,0.655284298947264,0.102039018060485,0.367772005023358,8,5,3,0.262272411456111,0.102039018060485
A108,BackoffObservedDeltaRaw,80,0.164713050855756,0.144277848844723,0.102007781822406,0.36791943164835,8,5,3,0.104909642424516,0.102007781822406
A108,BackoffFeedforwardTargetErrorRaw,80,0.164713050855756,0.144277848844723,0.102007781822406,0.36791943164835,8,5,3,0.104909642424516,0.102007781822406
A108,BackoffTargetErrorRaw,80,0.164713050855756,0.144277848844723,0.102007781822406,0.36791943164835,8,5,3,0.104909642424516,0.102007781822406
Residual_RMS_H36,ClosureErrorDeg,80,-0.116854016914055,0.301947456816714,-0.10167756221072,0.369480185661556,8,4,4,0.00346536670096732,0.10167756221072
Fitted_P2P,BackoffFeedforwardTargetErrorRaw,80,-0.0997577273039693,0.378633831408342,-0.101504615568196,0.370299210795917,8,4,4,-0.0578941912050997,0.101504615568196
Fitted_P2P,BackoffTargetErrorRaw,80,-0.0997577273039693,0.378633831408342,-0.101504615568196,0.370299210795917,8,4,4,-0.0578941912050997,0.101504615568196
Fitted_P2P,BackoffObservedDeltaRaw,80,-0.0997577273039692,0.378633831408342,-0.101504615568196,0.370299210795917,8,4,4,-0.0578941912051,0.101504615568196
RMS_AC,A45,80,0.0757944513825043,0.503993938576805,0.101079325418846,0.372317959661268,8,6,2,0.295181601842001,0.101079325418846
A2,Residual_RMS_Full,80,0.00667174241369993,0.953162911582508,-0.100584606848064,0.374674665771208,8,4,4,-0.0418266144711214,0.100584606848064
A2,A6,80,-0.084945730256295,0.45375142144145,-0.100320105490944,0.375938380598684,8,5,3,-0.123947058371784,0.100320105490944
A9,CrestFactor,80,0.197234742014167,0.079494455309757,0.0991956561607068,0.381339434225389,8,5,3,0.0787034184503474,0.0991956561607068
A6,Fitted_P2P,80,0.0280755687509255,0.804744120632232,0.0984691154811686,0.384853923187084,8,5,3,0.11469307630483,0.0984691154811686
ShadowP2P,ApproachObservedDeltaRaw,80,-0.0748250007092986,0.509479931144125,-0.0980208324463153,0.387032053733117,8,5,3,-0.190028345562056,0.0980208324463153
ShadowP2P,ForwardFeedforwardTargetErrorRaw,80,-0.0748250007092986,0.509479931144125,-0.0980208324463151,0.387032053733117,8,5,3,-0.190028345562056,0.0980208324463151
ShadowP2P,ApproachTargetErrorRaw,80,-0.0748250007092986,0.509479931144125,-0.0980208324463151,0.387032053733117,8,5,3,-0.190028345562056,0.0980208324463151
AbsApproachReturnErrorRaw,TimeSincePreviousRunMs,80,0.0225740935138832,0.842453315005491,0.0976868429455854,0.388659634521566,8,6,2,0.175190377347092,0.0976868429455854
A36,Residual_RMS_H36,80,-0.046436902584491,0.682518999390897,0.0974603948084889,0.389765471182072,8,6,2,0.171630068527446,0.0974603948084889
A2,ApproachReturnErrorRaw,80,-0.125006727383609,0.269230024783544,-0.0965534930798326,0.394213004783797,8,5,3,-0.240890359973798,0.0965534930798326
Motor_System_INL_Deg,ApproachObservedDeltaRaw,80,-0.0691259091771402,0.54233913447617,-0.0964686036066072,0.394630846574962,8,5,3,-0.196533034586918,0.0964686036066072
Motor_System_INL_Deg,ForwardFeedforwardTargetErrorRaw,80,-0.0691259091771402,0.54233913447617,-0.096468603606607,0.394630846574962,8,5,3,-0.196533034586917,0.096468603606607
Motor_System_INL_Deg,ApproachTargetErrorRaw,80,-0.0691259091771402,0.54233913447617,-0.096468603606607,0.394630846574962,8,5,3,-0.196533034586917,0.096468603606607
NL_RobustP2P,A45,80,0.0886375008269162,0.434296194730561,0.0964012895956498,0.394962365333717,8,5,3,0.109457183128058,0.0964012895956498
A6,P99_AbsDeviation,80,-0.117654001939192,0.298626914740978,-0.0963816412433654,0.395059163792559,8,3,5,0.135379879724096,0.0963816412433654
Fitted_P2P,CrestFactor,80,0.19042797686713,0.0906548297617597,0.0961052772227311,0.396422172742391,8,6,2,0.105556575564954,0.0961052772227311
A45,Residual_RMS_H6,80,0.0712283624716816,0.5300974351048,0.0960897344844086,0.396498911080378,8,6,2,0.292548177634371,0.0960897344844086
Motor_Error_P2P_Deg,ApproachObservedDeltaRaw,80,-0.068598587692462,0.545431040092561,-0.0958725633114231,0.397572058251856,8,5,3,-0.197072736889713,0.0958725633114231
Motor_Error_P2P_Deg,ForwardFeedforwardTargetErrorRaw,80,-0.068598587692462,0.545431040092561,-0.0958725633114229,0.397572058251856,8,5,3,-0.197072736889712,0.0958725633114229
Motor_Error_P2P_Deg,ApproachTargetErrorRaw,80,-0.068598587692462,0.545431040092561,-0.0958725633114229,0.397572058251856,8,5,3,-0.197072736889712,0.0958725633114229
MeanDC,A18,80,0.0522512559432944,0.64529465395679,0.0943447627158185,0.405170063094838,8,5,3,0.161331698155601,0.0943447627158185
A3,A108,80,0.128224805613722,0.256998529384467,0.0941895124033311,0.405946882796668,8,4,4,0.00171800119780935,0.0941895124033311
A45,ShadowP2P,80,0.104152134305719,0.357882574356239,0.093579769848651,0.409006255491957,8,6,2,0.159132080248429,0.093579769848651
ClosureErrorDeg,ShadowP2P,80,0.0510792061757696,0.652732191402404,0.0930563266336558,0.411643324081565,8,5,3,0.260151238867819,0.0930563266336558
A6,A45,80,-0.0884928269037109,0.435049598515735,-0.0924451884793626,0.41473467567613,8,6,2,-0.142639544327826,0.0924451884793626
A36,AnalysisStartRaw,80,0.00242458912251204,0.982970525519993,-0.0911497700861697,0.421331678283355,8,5,3,-0.0730537695066509,0.0911497700861697
TrackingError_MaxAbs_Deg,MotorActiveDurationMs,80,-0.0814474542775964,0.472623269991926,-0.0908090403090086,0.4230768409405,8,6,2,-0.261015331158074,0.0908090403090086
MeanDC,Fitted_P2P,80,-0.244371437421738,0.0289210791468136,-0.090462010309293,0.424858530743268,8,6,2,-0.388031029525608,0.090462010309293
A12,AbsApproachReturnErrorRaw,80,-0.23562727983505,0.0353724530124525,-0.0903876325395114,0.425240952937797,8,4,4,-0.00713965463027797,0.0903876325395114
A45,Residual_RMS_Extended,80,0.0866752990598657,0.444577363726337,0.0902177979280227,0.426114916481197,8,4,4,-0.0613901678082727,0.0902177979280227
A3,P99_AbsDeviation,80,0.047390804163936,0.676356797970091,0.0901036942931553,0.426702666821361,8,5,3,0.221748653605506,0.0901036942931553
Fitted_P2P,ClosureErrorDeg,80,-0.0949084725601762,0.402356785925963,-0.0893302072063711,0.430699116307755,8,3,5,0.045142439530251,0.0893302072063711
A18,AbsApproachReturnErrorRaw,80,0.156244429233134,0.166353962830498,0.089126888097489,0.431753148181312,8,5,3,0.130195226358089,0.089126888097489
Motor_System_INL_Deg,TrackingError_RMS_Deg,80,0.0650000966202794,0.566756547541857,0.0887148647268166,0.433893618067247,8,5,3,0.146554175699521,0.0887148647268166
Motor_Error_P2P_Deg,TrackingError_RMS_Deg,80,0.0643136394953844,0.570868726670395,0.0880063384461211,0.437588454560616,8,5,3,0.146160177304169,0.0880063384461211
FitExplainedRatio,BackoffObservedDeltaRaw,80,-0.0313026154775362,0.782824437895833,0.0875459476610386,0.4399987942026,8,4,4,0.120139195453091,0.0875459476610386
FitExplainedRatio,BackoffFeedforwardTargetErrorRaw,80,-0.0313026154775362,0.782824437895833,0.0875459476610385,0.4399987942026,8,4,4,0.120139195453092,0.0875459476610385
FitExplainedRatio,BackoffTargetErrorRaw,80,-0.0313026154775362,0.782824437895833,0.0875459476610385,0.4399987942026,8,4,4,0.120139195453092,0.0875459476610385
TrackingError_RMS_Deg,ForwardFeedforwardTargetErrorRaw,80,-0.124082631611671,0.272813622683873,-0.086973694502469,0.443005166319316,8,6,2,-0.258180476059666,0.086973694502469
TrackingError_RMS_Deg,ApproachTargetErrorRaw,80,-0.124082631611671,0.272813622683873,-0.086973694502469,0.443005166319316,8,6,2,-0.258180476059666,0.086973694502469
TrackingError_RMS_Deg,ApproachObservedDeltaRaw,80,-0.124082631611671,0.272813622683873,-0.0869736945024686,0.443005166319322,8,6,2,-0.258180476059666,0.0869736945024686
ClosureErrorDeg,ApproachReturnErrorRaw,80,-0.0853552608082257,0.451569758871842,-0.0869675485466438,0.443037516899824,8,7,1,-0.0982316227379553,0.0869675485466438
Fitted_P2P_Extended,FitExplainedRatio_Extended,80,0.133719784332715,0.236998707753995,0.0868962586812705,0.443412863425389,8,4,4,-0.0122917512898609,0.0868962586812705
AbsClosureErrorDeg,TimeSincePreviousRunMs,80,0.00787298637216706,0.944742140930279,0.0862047638005665,0.447062868723859,8,4,4,0.0305714065374902,0.0862047638005665
ClosureErrorDeg,BackoffObservedDeltaRaw,80,0.0595452118238955,0.59981099566227,0.0861831325580858,0.447177317308481,8,4,4,0.0202466717292835,0.0861831325580858
ClosureErrorDeg,BackoffFeedforwardTargetErrorRaw,80,0.0595452118238956,0.59981099566227,0.0861831325580857,0.447177317308481,8,4,4,0.0202466717292834,0.0861831325580857
